gene.chr,gene.start,gene.stop,gene.id,gene.strand,probe.chr,probe.start,probe.stop,probe.id,probe.strand
chr3,13333768,13338330,AT3G32389,+,chr3,13333768,13338330,AT3G32389,+
chr3,13340018,13341938,AT3G32391,+,chr3,13340018,13341938,AT3G32391,+
chr3,13344240,13349880,AT3G32393,+,chr3,13344240,13349880,AT3G32393,+
chr3,13350684,13351341,AT3G32394,+,chr3,13350684,13351341,AT3G32394,+
chr3,13351859,13352788,AT3G32395,-,chr3,13351859,13352788,AT3G32395,-
chr3,13353209,13355722,AT3G32397,-,chr3,13353209,13355722,AT3G32397,-
chr3,13356995,13360630,AT3G32400,-,chr3,13356995,13360630,AT3G32400,-
chr3,13361797,13367722,AT3G32405,-,chr3,13361797,13367722,AT3G32405,-
chr3,13368435,13369133,AT3G32410,-,chr3,13368435,13369133,AT3G32410,-
chr3,13369797,13373676,AT3G32415,+,chr3,13369797,13373676,AT3G32415,+
chr3,13374402,13375467,AT3G32420,-,chr3,13374402,13375467,AT3G32420,-
chr3,13380744,13383624,AT3G32425,-,chr3,13380744,13383624,AT3G32425,-
chr3,13384213,13384773,AT3G32435,-,chr3,13384213,13384773,AT3G32435,-
chr3,13384833,13387113,AT3G32445,+,chr3,13384833,13387113,AT3G32445,+
chr3,13392364,13393527,AT3G32455,+,chr3,13392364,13393527,AT3G32455,+
chr3,13393627,13393749,AT3G32465,-,chr3,13393627,13393749,AT3G32465,-
chr3,13397145,13399945,AT3G32475,-,chr3,13397145,13399945,AT3G32475,-
chr3,13400635,13402913,AT3G32677,-,chr3,13400635,13402913,AT3G32677,-
chr3,13404997,13406508,AT3G32880,-,chr3,13404997,13406508,AT3G32880,-
chr3,13407992,13410776,AT3G32890,-,chr3,13407992,13410776,AT3G32890,-
chr3,13414236,13415897,AT3G32893,-,chr3,13414236,13415897,AT3G32893,-
chr3,13416371,13421837,AT3G32894,-,chr3,13416371,13421837,AT3G32894,-
chr3,13424905,13425833,AT3G32896,+,chr3,13424905,13425833,AT3G32896,+
chr3,13427803,13428501,AT3G32902,-,chr3,13427803,13428501,AT3G32902,-
chr3,13429387,13430063,AT3G32903,+,chr3,13429387,13430063,AT3G32903,+
chr3,13431016,13435542,AT3G32895,+,chr3,13431016,13435542,AT3G32895,+
chr3,13436156,13438015,AT3G32897,-,chr3,13436156,13438015,AT3G32897,-
chr3,13438976,13439677,AT3G32898,-,chr3,13438976,13439677,AT3G32898,-
chr3,13442612,13448710,AT3G32899,-,chr3,13442612,13448710,AT3G32899,-
chr3,13451438,13452807,AT3G32904,-,chr3,13451438,13452807,AT3G32904,-
chr3,13455549,13457496,AT3G32901,-,chr3,13455549,13457496,AT3G32901,-
chr3,13458903,13462417,AT3G32900,+,chr3,13458903,13462417,AT3G32900,+
chr3,13464088,13465615,AT3G32910,+,chr3,13464088,13465615,AT3G32910,+
chr3,13465780,13467015,AT3G32912,-,chr3,13465780,13467015,AT3G32912,-
chr3,13467652,13473530,AT3G32914,-,chr3,13467652,13473530,AT3G32914,-
chr3,13476577,13479549,AT3G32917,-,chr3,13476577,13479549,AT3G32917,-
chr3,13482488,13482753,AT3G06295,+,chr3,13482488,13482753,AT3G06295,+
chr3,13484403,13489243,AT3G32920,-,chr3,13484403,13489243,AT3G32920,-
chr3,13486981,13488632,AT3G32925,-,chr3,13486981,13488632,AT3G32925,-
chr3,13489249,13490906,AT3G32930,+,chr3,13489249,13490906,AT3G32930,+
chr3,13490828,13493834,AT3G32940,-,chr3,13490828,13493834,AT3G32940,-
chr3,13495365,13498632,AT3G32950,-,chr3,13495365,13498632,AT3G32950,-
chr3,13499677,13500415,AT3G32960,+,chr3,13499677,13500415,AT3G32960,+
chr3,13502564,13503104,AT3G32962,+,chr3,13502564,13503104,AT3G32962,+
chr3,13503321,13506924,AT3G32964,+,chr3,13503321,13506924,AT3G32964,+
chr3,13510191,13513415,AT3G32966,+,chr3,13510191,13513415,AT3G32966,+
chr3,13513867,13515598,AT3G32968,-,chr3,13513867,13515598,AT3G32968,-
chr3,13518960,13520041,AT3G32970,-,chr3,13518960,13520041,AT3G32970,-
chr3,13521212,13524114,AT3G32975,-,chr3,13521212,13524114,AT3G32975,-
chr3,13526071,13530098,AT3G32980,-,chr3,13526071,13530098,AT3G32980,-
chr3,13534183,13536711,AT3G32990,-,chr3,13534183,13536711,AT3G32990,-
chr3,13537077,13537851,AT3G33000,-,chr3,13537077,13537851,AT3G33000,-
chr3,13538067,13538776,AT3G33002,-,chr3,13538067,13538776,AT3G33002,-
chr3,13538953,13541488,AT3G33004,-,chr3,13538953,13541488,AT3G33004,-
chr3,13544797,13547327,AT3G33005,+,chr3,13544797,13547327,AT3G33005,+
chr3,13550422,13553113,AT3G33006,+,chr3,13550422,13553113,AT3G33006,+
chr3,13553322,13553735,AT3G33008,+,chr3,13553322,13553735,AT3G33008,+
chr3,13557524,13561767,AT3G33009,-,chr3,13557524,13561767,AT3G33009,-
chr3,13563190,13566382,AT3G33011,-,chr3,13563190,13566382,AT3G33011,-
chr3,13568395,13571420,AT3G33010,-,chr3,13568395,13571420,AT3G33010,-
chr3,13571980,13573065,AT3G33025,+,chr3,13571980,13573065,AT3G33025,+
chr3,13574217,13575308,AT3G33030,+,chr3,13574217,13575308,AT3G33030,+
chr3,13576128,13579562,AT3G33035,-,chr3,13576128,13579562,AT3G33035,-
chr3,13579593,13580782,AT3G33045,-,chr3,13579593,13580782,AT3G33045,-
chr3,13581147,13583974,AT3G33055,+,chr3,13581147,13583974,AT3G33055,+
chr3,13601800,13606148,AT3G33058,+,chr3,13601800,13606148,AT3G33058,+
chr3,13607765,13608786,AT3G33085,+,chr3,13607765,13608786,AT3G33085,+
chr3,13609396,13611925,AT3G33083,+,chr3,13609396,13611925,AT3G33083,+
chr3,13612062,13612560,AT3G33082,-,chr3,13612062,13612560,AT3G33082,-
chr3,13614162,13616153,AT3G33081,-,chr3,13614162,13616153,AT3G33081,-
chr3,13617214,13619474,AT3G33079,-,chr3,13617214,13619474,AT3G33079,-
chr3,13620209,13620925,AT3G33064,+,chr3,13620209,13620925,AT3G33064,+
chr3,13624114,13628913,AT3G33066,-,chr3,13624114,13628913,AT3G33066,-
chr3,13631493,13634029,AT3G33072,-,chr3,13631493,13634029,AT3G33072,-
chr3,13635040,13637775,AT3G33071,-,chr3,13635040,13637775,AT3G33071,-
chr3,13639231,13639834,AT3G33074,-,chr3,13639231,13639834,AT3G33074,-
chr3,13640060,13640618,AT3G33075,-,chr3,13640060,13640618,AT3G33075,-
chr3,13645176,13647900,AT3G33077,+,chr3,13645176,13647900,AT3G33077,+
chr3,13648307,13649212,AT3G33073,-,chr3,13648307,13649212,AT3G33073,-
chr3,13649581,13651310,AT3G33067,+,chr3,13649581,13651310,AT3G33067,+
chr3,13658664,13659333,AT3G33065,-,chr3,13658664,13659333,AT3G33065,-
chr3,13663874,13667883,AT3G33070,-,chr3,13663874,13667883,AT3G33070,-
chr3,13675144,13680170,AT3G33084,+,chr3,13675144,13680170,AT3G33084,+
chr3,13739731,13744449,AT3G33076,-,chr3,13739731,13744449,AT3G33076,-
chr3,13803173,13805953,AT3G33069,+,chr3,13803173,13805953,AT3G33069,+
chr3,13816642,13817171,AT3G33080,-,chr3,13816642,13817171,AT3G33080,-
chr3,13818738,13820758,AT3G33091,-,chr3,13818738,13820758,AT3G33091,-
chr3,13821470,13821634,AT3G33094,-,chr3,13821470,13821634,AT3G33094,-
chr3,13826473,13828506,AT3G33097,-,chr3,13826473,13828506,AT3G33097,-
chr3,13830490,13833069,AT3G33100,-,chr3,13830490,13833069,AT3G33100,-
chr3,13841651,13842464,AT3G33103,-,chr3,13841651,13842464,AT3G33103,-
chr3,13871109,13873859,AT3G33106,+,chr3,13871109,13873859,AT3G33106,+
chr3,13874589,13876252,AT3G33109,+,chr3,13874589,13876252,AT3G33109,+
chr3,13878668,13881307,AT3G33112,+,chr3,13878668,13881307,AT3G33112,+
chr3,13885025,13890380,AT3G33115,+,chr3,13885025,13890380,AT3G33115,+
chr3,13890950,13893141,AT3G33118,-,chr3,13890950,13893141,AT3G33118,-
chr3,13896073,13897796,AT3G33121,+,chr3,13896073,13897796,AT3G33121,+
chr3,13898251,13898637,AT3G06315,-,chr3,13898251,13898637,AT3G06315,-
chr3,13904219,13909256,AT3G33124,+,chr3,13904219,13909256,AT3G33124,+
chr3,13910237,13912297,AT3G33127,+,chr3,13910237,13912297,AT3G33127,+
chr3,13919325,13922822,AT3G33130,+,chr3,13919325,13922822,AT3G33130,+
chr3,13923674,13924515,AT3G33131,+,chr3,13923674,13924515,AT3G33131,+
chr3,13926894,13930704,AT3G33133,+,chr3,13926894,13930704,AT3G33133,+
chr3,13934223,13939903,AT3G33136,-,chr3,13934223,13939903,AT3G33136,-
chr3,13943130,13945162,AT3G33139,-,chr3,13943130,13945162,AT3G33139,-
chr3,13950958,13954678,AT3G33142,+,chr3,13950958,13954678,AT3G33142,+
chr3,13955339,13955956,AT3G33145,-,chr3,13955339,13955956,AT3G33145,-
chr3,13956614,13959337,AT3G33148,-,chr3,13956614,13959337,AT3G33148,-
chr3,13960517,13963601,AT3G33151,-,chr3,13960517,13963601,AT3G33151,-
chr3,13965599,13969030,AT3G33154,+,chr3,13965599,13969030,AT3G33154,+
chr3,13969697,13972020,AT3G33157,+,chr3,13969697,13972020,AT3G33157,+
chr3,13974397,13976208,AT3G33160,+,chr3,13974397,13976208,AT3G33160,+
chr3,13976809,13978162,AT3G33163,+,chr3,13976809,13978162,AT3G33163,+
chr3,13980394,13982869,AT3G33166,-,chr3,13980394,13982869,AT3G33166,-
chr3,13983888,13987724,AT3G33169,-,chr3,13983888,13987724,AT3G33169,-
chr3,13997644,14000072,AT3G33172,-,chr3,13997644,14000072,AT3G33172,-
chr3,14003225,14005209,AT3G33175,-,chr3,14003225,14005209,AT3G33175,-
chr3,14006544,14013004,AT3G33178,+,chr3,14006544,14013004,AT3G33178,+
chr3,14013961,14017579,AT3G33181,+,chr3,14013961,14017579,AT3G33181,+
chr3,14017703,14019028,AT3G33185,+,chr3,14017703,14019028,AT3G33185,+
chr3,14020687,14021392,AT3G33187,-,chr3,14020687,14021392,AT3G33187,-
chr3,14028344,14029295,AT3G33189,+,chr3,14028344,14029295,AT3G33189,+
chr3,14030705,14035993,AT3G33193,+,chr3,14030705,14035993,AT3G33193,+
chr3,14037060,14037626,AT3G33293,-,chr3,14037060,14037626,AT3G33293,-
chr3,14037798,14038234,AT3G33393,-,chr3,14037798,14038234,AT3G33393,-
chr3,14038360,14039358,AT3G33494,+,chr3,14038360,14039358,AT3G33494,+
chr3,14039966,14046583,AT3G33595,-,chr3,14039966,14046583,AT3G33595,-
chr3,14047985,14050223,AT3G33585,-,chr3,14047985,14050223,AT3G33585,-
chr3,14052167,14055691,AT3G33575,+,chr3,14052167,14055691,AT3G33575,+
chr3,14055707,14056099,AT3G33572,-,chr3,14055707,14056099,AT3G33572,-
chr3,14058308,14059944,AT3G33570,-,chr3,14058308,14059944,AT3G33570,-
chr3,14060883,14064624,AT3G33565,+,chr3,14060883,14064624,AT3G33565,+
chr3,14068926,14069748,AT3G33555,+,chr3,14068926,14069748,AT3G33555,+
chr3,14072061,14073143,AT3G33545,+,chr3,14072061,14073143,AT3G33545,+
chr3,14076385,14080142,AT3G33537,-,chr3,14076385,14080142,AT3G33537,-
chr3,14082640,14084346,AT3G33528,-,chr3,14082640,14084346,AT3G33528,-
chr3,14085248,14093670,AT3G33530,+,chr3,14085248,14093670,AT3G33530,+
chr3,14093656,14095588,AT3G33520,-,chr3,14093656,14095588,AT3G33520,-
chr3,14097799,14098531,AT3G33448,+,chr3,14097799,14098531,AT3G33448,+
chr3,14100407,14102277,AT3G33377,+,chr3,14100407,14102277,AT3G33377,+
chr3,14102699,14105290,AT3G33235,+,chr3,14102699,14105290,AT3G33235,+
chr3,14105722,14106276,AT3G35003,-,chr3,14105722,14106276,AT3G35003,-
chr3,14106869,14107511,AT3G33230,+,chr3,14106869,14107511,AT3G33230,+
chr3,14108280,14111122,AT3G33225,-,chr3,14108280,14111122,AT3G33225,-
chr3,14113040,14114246,AT3G33215,+,chr3,14113040,14114246,AT3G33215,+
chr3,14119919,14122157,AT3G33205,+,chr3,14119919,14122157,AT3G33205,+
chr3,14122407,14126545,AT3G33201,-,chr3,14122407,14126545,AT3G33201,-
chr3,14128922,14132041,AT3G33197,+,chr3,14128922,14132041,AT3G33197,+
chr3,14133048,14134676,AT3G34299,+,chr3,14133048,14134676,AT3G34299,+
chr3,14136757,14138239,AT3G35707,-,chr3,14136757,14138239,AT3G35707,-
chr3,14141584,14142132,AT3G36411,-,chr3,14141584,14142132,AT3G36411,-
chr3,14146316,14151204,AT3G37820,+,chr3,14146316,14151204,AT3G37820,+
chr3,14152323,14154341,AT3G38525,+,chr3,14152323,14154341,AT3G38525,+
chr3,14160795,14163605,AT3G39230,-,chr3,14160795,14163605,AT3G39230,-
chr3,14167164,14168635,AT3G39935,+,chr3,14167164,14168635,AT3G39935,+
chr3,14170241,14170714,AT3G40640,-,chr3,14170241,14170714,AT3G40640,-
chr3,14171525,14172161,AT3G41345,-,chr3,14171525,14172161,AT3G41345,-
chr3,14191688,14191996,AT3G00650,+,chr3,14191688,14191996,AT3G00650,+
chr3,14193205,14193697,AT3G00660,+,chr3,14193205,14193697,AT3G00660,+
chr3,14195447,14196865,AT3G41762,-,chr3,14195447,14196865,AT3G41762,-
chr3,14195917,14196078,AT3G41761,+,chr3,14195917,14196078,AT3G41761,+
chr3,14196558,14196865,AT3G06325,+,chr3,14196558,14196865,AT3G06325,+
chr3,14196774,14197147,AT3G06345,+,chr3,14196774,14197147,AT3G06345,+
chr3,14197677,14199484,AT3G41768,+,chr3,14197677,14199484,AT3G41768,+
chr3,14199575,14200076,AT3G06355,+,chr3,14199575,14200076,AT3G06355,+
chr3,14199753,14199916,AT3G41979,+,chr3,14199753,14199916,AT3G41979,+
chr3,14200215,14204208,AT3G06365,+,chr3,14200215,14204208,AT3G06365,+
chr3,14212915,14214126,AT3G00670,+,chr3,14212915,14214126,AT3G00670,+
chr3,14227679,14228304,AT3G42047,-,chr3,14227679,14228304,AT3G42047,-
chr3,14228495,14233441,AT3G42050,-,chr3,14228495,14233441,AT3G42050,-
chr3,14235495,14242638,AT3G42052,+,chr3,14235495,14242638,AT3G42052,+
chr3,14243235,14245161,AT3G42054,+,chr3,14243235,14245161,AT3G42054,+
chr3,14246667,14250629,AT3G42057,+,chr3,14246667,14250629,AT3G42057,+
chr3,14251600,14254269,AT3G42060,-,chr3,14251600,14254269,AT3G42060,-
chr3,14255659,14257652,AT3G42065,+,chr3,14255659,14257652,AT3G42065,+
chr3,14257869,14259092,AT3G42070,+,chr3,14257869,14259092,AT3G42070,+
chr3,14260594,14261167,AT3G42080,+,chr3,14260594,14261167,AT3G42080,+
chr3,14261959,14263704,AT3G42083,+,chr3,14261959,14263704,AT3G42083,+
chr3,14267220,14272239,AT3G42086,-,chr3,14267220,14272239,AT3G42086,-
chr3,14274222,14274699,AT3G42090,+,chr3,14274222,14274699,AT3G42090,+
chr3,14275159,14281278,AT3G42100,-,chr3,14275159,14281278,AT3G42100,-
chr3,14282285,14284706,AT3G42110,-,chr3,14282285,14284706,AT3G42110,-
chr3,14290248,14294330,AT3G42115,-,chr3,14290248,14294330,AT3G42115,-
chr3,14295721,14296950,AT3G42120,+,chr3,14295721,14296950,AT3G42120,+
chr3,14297931,14299337,AT3G42075,+,chr3,14297931,14299337,AT3G42075,+
chr3,14298241,14298883,AT3G42130,-,chr3,14298241,14298883,AT3G42130,-
chr3,14302060,14303018,AT3G42140,-,chr3,14302060,14303018,AT3G42140,-
chr3,14308062,14308169,AT3G42148,-,chr3,14308062,14308169,AT3G42148,-
chr3,14309275,14311638,AT3G42150,+,chr3,14309275,14311638,AT3G42150,+
chr3,14311751,14312254,AT3G42153,-,chr3,14311751,14312254,AT3G42153,-
chr3,14312295,14313498,AT3G42155,-,chr3,14312295,14313498,AT3G42155,-
chr3,14314583,14315634,AT3G42160,+,chr3,14314583,14315634,AT3G42160,+
chr3,14320943,14324069,AT3G42170,+,chr3,14320943,14324069,AT3G42170,+
chr3,14324181,14328722,AT3G42180,-,chr3,14324181,14328722,AT3G42180,-
chr3,14329592,14329842,AT3G06375,+,chr3,14329592,14329842,AT3G06375,+
chr3,14330084,14334031,AT3G42174,+,chr3,14330084,14334031,AT3G42174,+
chr3,14338697,14344357,AT3G42178,+,chr3,14338697,14344357,AT3G42178,+
chr3,14344962,14345450,AT3G42179,+,chr3,14344962,14345450,AT3G42179,+
chr3,14350964,14351182,AT3G42181,+,chr3,14350964,14351182,AT3G42181,+
chr3,14352785,14356741,AT3G42182,-,chr3,14352785,14356741,AT3G42182,-
chr3,14356952,14359522,AT3G42186,-,chr3,14356952,14359522,AT3G42186,-
chr3,14364926,14371068,AT3G42190,+,chr3,14364926,14371068,AT3G42190,+
chr3,14372702,14373200,AT3G42200,+,chr3,14372702,14373200,AT3G42200,+
chr3,14374609,14377539,AT3G42203,-,chr3,14374609,14377539,AT3G42203,-
chr3,14378346,14380009,AT3G42206,+,chr3,14378346,14380009,AT3G42206,+
chr3,14380475,14384179,AT3G42220,-,chr3,14380475,14384179,AT3G42220,-
chr3,14385163,14388016,AT3G42230,-,chr3,14385163,14388016,AT3G42230,-
chr3,14388225,14389905,AT3G42233,+,chr3,14388225,14389905,AT3G42233,+
chr3,14391714,14394404,AT3G42236,+,chr3,14391714,14394404,AT3G42236,+
chr3,14397330,14398293,AT3G42240,-,chr3,14397330,14398293,AT3G42240,-
chr3,14401324,14403205,AT3G42245,+,chr3,14401324,14403205,AT3G42245,+
chr3,14403683,14403985,AT3G42250,+,chr3,14403683,14403985,AT3G42250,+
chr3,14406118,14406834,AT3G42251,+,chr3,14406118,14406834,AT3G42251,+
chr3,14407296,14408909,AT3G42252,+,chr3,14407296,14408909,AT3G42252,+
chr3,14411778,14413179,AT3G42253,+,chr3,14411778,14413179,AT3G42253,+
chr3,14415004,14415398,AT3G42254,+,chr3,14415004,14415398,AT3G42254,+
chr3,14416062,14419442,AT3G42255,+,chr3,14416062,14419442,AT3G42255,+
chr3,14423424,14432589,AT3G42256,-,chr3,14423424,14432589,AT3G42256,-
chr3,14434094,14435671,AT3G42257,+,chr3,14434094,14435671,AT3G42257,+
chr3,14436561,14438817,AT3G42258,-,chr3,14436561,14438817,AT3G42258,-
chr3,14440090,14441496,AT3G42260,-,chr3,14440090,14441496,AT3G42260,-
chr3,14441782,14444827,AT3G42270,+,chr3,14441782,14444827,AT3G42270,+
chr3,14447818,14448962,AT3G42280,-,chr3,14447818,14448962,AT3G42280,-
chr3,14449068,14451268,AT3G42290,+,chr3,14449068,14451268,AT3G42290,+
chr3,14454332,14455596,AT3G42300,+,chr3,14454332,14455596,AT3G42300,+
chr3,14456327,14459109,AT3G42305,-,chr3,14456327,14459109,AT3G42305,-
chr3,14459818,14461497,AT3G42310,+,chr3,14459818,14461497,AT3G42310,+
chr3,14464231,14468082,AT3G42313,+,chr3,14464231,14468082,AT3G42313,+
chr3,14469182,14470707,AT3G42316,-,chr3,14469182,14470707,AT3G42316,-
chr3,14478406,14482649,AT3G42320,-,chr3,14478406,14482649,AT3G42320,-
chr3,14484419,14485333,AT3G42330,+,chr3,14484419,14485333,AT3G42330,+
chr3,14487638,14488619,AT3G42340,+,chr3,14487638,14488619,AT3G42340,+
chr3,14489927,14492587,AT3G42350,-,chr3,14489927,14492587,AT3G42350,-
chr3,14497056,14497541,AT3G42353,-,chr3,14497056,14497541,AT3G42353,-
chr3,14498824,14499696,AT3G42356,+,chr3,14498824,14499696,AT3G42356,+
chr3,14500246,14501565,AT3G42360,+,chr3,14500246,14501565,AT3G42360,+
chr3,14504127,14508029,AT3G42383,-,chr3,14504127,14508029,AT3G42383,-
chr3,14509932,14514632,AT3G42386,+,chr3,14509932,14514632,AT3G42386,+
chr3,14518021,14518467,AT3G42390,-,chr3,14518021,14518467,AT3G42390,-
chr3,14520618,14522766,AT3G42400,+,chr3,14520618,14522766,AT3G42400,+
chr3,14523578,14526725,AT3G42410,+,chr3,14523578,14526725,AT3G42410,+
chr3,14527365,14533619,AT3G42420,+,chr3,14527365,14533619,AT3G42420,+
chr3,14539507,14539777,AT3G06385,+,chr3,14539507,14539777,AT3G06385,+
chr3,14543380,14544510,AT3G42430,+,chr3,14543380,14544510,AT3G42430,+
chr3,14546388,14553611,AT3G42431,+,chr3,14546388,14553611,AT3G42431,+
chr3,14556920,14558482,AT3G42432,-,chr3,14556920,14558482,AT3G42432,-
chr3,14558641,14560743,AT3G42433,-,chr3,14558641,14560743,AT3G42433,-
chr3,14564581,14569779,AT3G42434,+,chr3,14564581,14569779,AT3G42434,+
chr3,14570230,14571625,AT3G42436,+,chr3,14570230,14571625,AT3G42436,+
chr3,14574279,14576753,AT3G42438,+,chr3,14574279,14576753,AT3G42438,+
chr3,14577331,14577824,AT3G42440,+,chr3,14577331,14577824,AT3G42440,+
chr3,14581046,14583365,AT3G42445,-,chr3,14581046,14583365,AT3G42445,-
chr3,14586114,14588382,AT3G42450,+,chr3,14586114,14588382,AT3G42450,+
chr3,14590291,14591220,AT3G42460,-,chr3,14590291,14591220,AT3G42460,-
chr3,14594163,14599355,AT3G42470,-,chr3,14594163,14599355,AT3G42470,-
chr3,14599197,14604217,AT3G42466,+,chr3,14599197,14604217,AT3G42466,+
chr3,14607080,14607971,AT3G42473,+,chr3,14607080,14607971,AT3G42473,+
chr3,14610379,14613555,AT3G42471,-,chr3,14610379,14613555,AT3G42471,-
chr3,14616954,14617834,AT3G42472,+,chr3,14616954,14617834,AT3G42472,+
chr3,14618794,14619274,AT3G42474,+,chr3,14618794,14619274,AT3G42474,+
chr3,14620897,14621554,AT3G42476,+,chr3,14620897,14621554,AT3G42476,+
chr3,14624308,14627037,AT3G42478,+,chr3,14624308,14627037,AT3G42478,+
chr3,14628219,14628635,AT3G42480,-,chr3,14628219,14628635,AT3G42480,-
chr3,14629450,14630400,AT3G42490,-,chr3,14629450,14630400,AT3G42490,-
chr3,14631289,14631925,AT3G42500,-,chr3,14631289,14631925,AT3G42500,-
chr3,14632932,14633419,AT3G42510,-,chr3,14632932,14633419,AT3G42510,-
chr3,14633957,14634483,AT3G42520,+,chr3,14633957,14634483,AT3G42520,+
chr3,14635040,14639783,AT3G42530,-,chr3,14635040,14639783,AT3G42530,-
chr3,14642479,14644281,AT3G42535,+,chr3,14642479,14644281,AT3G42535,+
chr3,14645107,14646442,AT3G42540,+,chr3,14645107,14646442,AT3G42540,+
chr3,14649989,14650234,AT3G42542,+,chr3,14649989,14650234,AT3G42542,+
chr3,14656219,14656528,AT3G06395,-,chr3,14656219,14656528,AT3G06395,-
chr3,14657060,14662717,AT3G42545,+,chr3,14657060,14662717,AT3G42545,+
chr3,14665728,14669135,AT3G42550,-,chr3,14665728,14669135,AT3G42550,-
chr3,14670455,14670951,AT3G06405,-,chr3,14670455,14670951,AT3G06405,-
chr3,14670574,14670951,AT3G06415,+,chr3,14670574,14670951,AT3G06415,+
chr3,14671479,14675564,AT3G42553,+,chr3,14671479,14675564,AT3G42553,+
chr3,14676967,14677308,AT3G42556,+,chr3,14676967,14677308,AT3G42556,+
chr3,14677796,14678149,AT3G42557,+,chr3,14677796,14678149,AT3G42557,+
chr3,14680265,14680760,AT3G42560,+,chr3,14680265,14680760,AT3G42560,+
chr3,14683051,14683410,AT3G42565,-,chr3,14683051,14683410,AT3G42565,-
chr3,14689058,14690388,AT3G42570,+,chr3,14689058,14690388,AT3G42570,+
chr3,14690821,14695927,AT3G42580,+,chr3,14690821,14695927,AT3G42580,+
chr3,14696258,14696950,AT3G42590,+,chr3,14696258,14696950,AT3G42590,+
chr3,14697763,14698422,AT3G42600,+,chr3,14697763,14698422,AT3G42600,+
chr3,14699145,14699844,AT3G42610,+,chr3,14699145,14699844,AT3G42610,+
chr3,14700363,14700970,AT3G42620,-,chr3,14700363,14700970,AT3G42620,-
chr3,14701782,14703452,AT3G42621,+,chr3,14701782,14703452,AT3G42621,+
chr3,14704742,14709298,AT3G42622,-,chr3,14704742,14709298,AT3G42622,-
chr3,14712749,14714635,AT3G42624,+,chr3,14712749,14714635,AT3G42624,+
chr3,14717888,14720449,AT3G42626,-,chr3,14717888,14720449,AT3G42626,-
chr3,14720735,14720872,AT3G42628,-,chr3,14720735,14720872,AT3G42628,-
chr3,14722250,14723919,AT3G42630,+,chr3,14722250,14723919,AT3G42630,+
chr3,14723982,14724237,AT3G06425,-,chr3,14723982,14724237,AT3G06425,-
chr3,14724103,14728327,AT3G42640,+,chr3,14724103,14728327,AT3G42640,+
chr3,14729821,14734029,AT3G42645,-,chr3,14729821,14734029,AT3G42645,-
chr3,14734668,14735311,AT3G42646,-,chr3,14734668,14735311,AT3G42646,-
chr3,14739356,14741466,AT3G42650,-,chr3,14739356,14741466,AT3G42650,-
chr3,14742421,14742804,AT3G06445,+,chr3,14742421,14742804,AT3G06445,+
chr3,14743147,14745900,AT3G42653,-,chr3,14743147,14745900,AT3G42653,-
chr3,14746448,14747209,AT3G42656,+,chr3,14746448,14747209,AT3G42656,+
chr3,14749400,14750294,AT3G42658,-,chr3,14749400,14750294,AT3G42658,-
chr3,14751280,14755701,AT3G42660,+,chr3,14751280,14755701,AT3G42660,+
chr3,14755798,14760629,AT3G42670,-,chr3,14755798,14760629,AT3G42670,-
chr3,14762871,14763400,AT3G42680,-,chr3,14762871,14763400,AT3G42680,-
chr3,14766989,14770763,AT3G42690,+,chr3,14766989,14770763,AT3G42690,+
chr3,14772634,14773296,AT3G42700,+,chr3,14772634,14773296,AT3G42700,+
chr3,14774425,14775123,AT3G42710,-,chr3,14774425,14775123,AT3G42710,-
chr3,14776071,14777102,AT3G42711,-,chr3,14776071,14777102,AT3G42711,-
chr3,14780327,14782489,AT3G42712,-,chr3,14780327,14782489,AT3G42712,-
chr3,14785863,14787110,AT3G42713,-,chr3,14785863,14787110,AT3G42713,-
chr3,14791174,14791781,AT3G06465,+,chr3,14791174,14791781,AT3G06465,+
chr3,14792552,14792851,AT3G42714,+,chr3,14792552,14792851,AT3G42714,+
chr3,14795811,14798513,AT3G42715,+,chr3,14795811,14798513,AT3G42715,+
chr3,14799890,14801814,AT3G42716,+,chr3,14799890,14801814,AT3G42716,+
chr3,14803536,14804201,AT3G42719,+,chr3,14803536,14804201,AT3G42719,+
chr3,14805356,14805643,AT3G42726,+,chr3,14805356,14805643,AT3G42726,+
chr3,14806176,14808341,AT3G42727,-,chr3,14806176,14808341,AT3G42727,-
chr3,14815118,14820859,AT3G42717,+,chr3,14815118,14820859,AT3G42717,+
chr3,14821960,14823996,AT3G42718,+,chr3,14821960,14823996,AT3G42718,+
chr3,14828338,14830962,AT3G42720,-,chr3,14828338,14830962,AT3G42720,-
chr3,14831701,14835583,AT3G42721,-,chr3,14831701,14835583,AT3G42721,-
chr3,14837718,14837960,AT3G42722,+,chr3,14837718,14837960,AT3G42722,+
chr3,14838392,14841189,AT3G42723,-,chr3,14838392,14841189,AT3G42723,-
chr3,14841392,14842638,AT3G42724,+,chr3,14841392,14842638,AT3G42724,+
chr3,14842849,14843718,AT3G42725,-,chr3,14842849,14843718,AT3G42725,-
chr3,14845236,14851103,AT3G42730,+,chr3,14845236,14851103,AT3G42730,+
chr3,14851876,14852568,AT3G42740,+,chr3,14851876,14852568,AT3G42740,+
chr3,14853372,14854029,AT3G42750,+,chr3,14853372,14854029,AT3G42750,+
chr3,14854614,14855560,AT3G42760,-,chr3,14854614,14855560,AT3G42760,-
chr3,14856137,14858983,AT3G42763,-,chr3,14856137,14858983,AT3G42763,-
chr3,14861485,14865389,AT3G42766,+,chr3,14861485,14865389,AT3G42766,+
